BioSample_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	collection_date_s	env_biome_s	env_feature_s	env_material_s	isolate_s	lat_lon_s	Assay_Type_s	AssemblyName_s	BioProject_s	BioSampleModel_s	Center_Name_s	Consent_s	InsertSize_l	Platform_s	ReleaseDate_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	geo_loc_name_s	host_s	source_s
SAMN03270059	P00064	Jan 09, 2015	1402	923	SRR1748611	SRS801756	P00064	10-Jul-2013	city	subway	metal	P00064	40.65 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270060	P00066	Jan 09, 2015	713	480	SRR1748612	SRS801758	P00066	10-Jul-2013	city	subway	metal	P00066	40.64 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270061	P00067	Jan 09, 2015	510	291	SRR1748613	SRS801759	P00067	10-Jul-2013	city	subway	metal/plastic	P00067	40.64 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270062	P00068_hudsonmiseq	Jan 09, 2015	86	51	SRR1748614	SRS801760	P00068	10-Jul-2013	city	subway	metal	P00068	40.63 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270062	P00068	Jan 09, 2015	649	248	SRR1748615	SRS801760	P00068	10-Jul-2013	city	subway	metal	P00068	40.63 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270063	P00069_hudsonmiseq	Jan 09, 2015	59	35	SRR1748616	SRS801761	P00069	10-Jul-2013	city	subway	wood	P00069	40.63 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270063	P00069	Jan 20, 2015	462	175	SRR1748617	SRS801761	P00069	10-Jul-2013	city	subway	wood	P00069	40.63 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270064	P00070	Jan 20, 2015	1268	828	SRR1748618	SRS801762	P00070	10-Jul-2013	city	subway	metal	P00070	40.63 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270065	P00072	Jan 20, 2015	504	335	SRR1748619	SRS801763	P00072	10-Jul-2013	city	subway	metal	P00072	40.62 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270066	P00073	Jan 20, 2015	995	651	SRR1748620	SRS801764	P00073	10-Jul-2013	city	subway	wood	P00073	40.62 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270067	P00074_hudsonmiseq	Jan 09, 2015	65	39	SRR1748621	SRS801765	P00074	10-Jul-2013	city	subway	metal	P00074	40.62 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270067	P00074	Jan 20, 2015	486	184	SRR1748622	SRS801765	P00074	10-Jul-2013	city	subway	metal	P00074	40.62 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270068	P00079	Jan 09, 2015	1055	614	SRR1748623	SRS801766	P00079	10-Jul-2013	city	subway	wood	P00079	40.59 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270069	P00080_hiseq	Jan 09, 2015	636	241	SRR1748624	SRS801767	P00080	10-Jul-2013	city	subway	metal	P00080	40.59 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270069	P00080_hudsonmiseq	Jan 09, 2015	100	60	SRR1748625	SRS801767	P00080	10-Jul-2013	city	subway	metal	P00080	40.59 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270069	P00080_miseq	Jan 09, 2015	581	338	SRR1748626	SRS801767	P00080	10-Jul-2013	city	subway	metal	P00080	40.59 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270070	P00081_hiseq	Jan 09, 2015	617	231	SRR1748627	SRS801768	P00081	10-Jul-2013	city	subway	wood	P00081	40.57 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270070	P00081_hudsonmiseq	Jan 09, 2015	67	39	SRR1748628	SRS801768	P00081	10-Jul-2013	city	subway	wood	P00081	40.57 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270071	P00083	Jan 20, 2015	406	152	SRR1748631	SRS801769	P00083	10-Jul-2013	city	subway	metal	P00083	40.57 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270073	P00085	Jan 20, 2015	373	141	SRR1748636	SRS801771	P00085	10-Jul-2013	city	subway	wood	P00085	40.57 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270070	P00081_miseq	Jan 09, 2015	552	311	SRR1748629	SRS801768	P00081	10-Jul-2013	city	subway	wood	P00081	40.57 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270071	P00083_hudsonmiseq	Jan 09, 2015	58	34	SRR1748630	SRS801769	P00083	10-Jul-2013	city	subway	metal	P00083	40.57 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270072	P00084_hiseq	Jan 09, 2015	424	165	SRR1748632	SRS801770	P00084	10-Jul-2013	city	subway	wood	P00084	40.57 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270072	P00084_hudsonmiseq	Jan 09, 2015	65	41	SRR1748633	SRS801770	P00084	10-Jul-2013	city	subway	wood	P00084	40.57 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270072	P00084_miseq	Jan 09, 2015	455	257	SRR1748634	SRS801770	P00084	10-Jul-2013	city	subway	wood	P00084	40.57 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270073	P00085_hudsonmiseq	Jan 09, 2015	59	34	SRR1748635	SRS801771	P00085	10-Jul-2013	city	subway	wood	P00085	40.57 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270074	P00086_hudsonmiseq	Jan 09, 2015	56	33	SRR1748637	SRS801773	P00086	11-Jul-2013	city	subway	metal	P00086	40.75 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270074	P00086	Jan 09, 2015	367	141	SRR1748638	SRS801773	P00086	11-Jul-2013	city	subway	metal	P00086	40.75 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270075	P00087_hiseq	Jan 09, 2015	563	218	SRR1748639	SRS801772	P00087	11-Jul-2013	city	subway	wood	P00087	40.75 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270075	P00087_hudsonmiseq	Jan 09, 2015	82	49	SRR1748640	SRS801772	P00087	11-Jul-2013	city	subway	wood	P00087	40.75 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270075	P00087_miseq	Jan 09, 2015	487	275	SRR1748641	SRS801772	P00087	11-Jul-2013	city	subway	wood	P00087	40.75 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270076	P00088_hiseq	Jan 09, 2015	617	230	SRR1748642	SRS801774	P00088	11-Jul-2013	city	subway	metal	P00088	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270076	P00088_hudsonmiseq	Jan 09, 2015	78	44	SRR1748643	SRS801774	P00088	11-Jul-2013	city	subway	metal	P00088	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270076	P00088_miseq	Jan 09, 2015	491	281	SRR1748644	SRS801774	P00088	11-Jul-2013	city	subway	metal	P00088	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270077	P00089	Jan 09, 2015	971	584	SRR1748645	SRS801775	P00089	11-Jul-2013	city	subway	metal/plastic	P00089	40.75 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270078	P00090_hiseq	Jan 09, 2015	502	192	SRR1748646	SRS801776	P00090	11-Jul-2013	city	subway	metal	P00090	40.75 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270078	P00090_hudsonmiseq	Jan 09, 2015	72	43	SRR1748647	SRS801776	P00090	11-Jul-2013	city	subway	metal	P00090	40.75 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270078	P00090_miseq	Jan 09, 2015	518	293	SRR1748648	SRS801776	P00090	11-Jul-2013	city	subway	metal	P00090	40.75 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270079	P00091_hiseq	Jan 09, 2015	514	196	SRR1748649	SRS801777	P00091	11-Jul-2013	city	subway	metal	P00091	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270079	P00091_hudsonmiseq	Jan 09, 2015	91	54	SRR1748650	SRS801777	P00091	11-Jul-2013	city	subway	metal	P00091	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270079	P00091_miseq	Jan 09, 2015	570	319	SRR1748651	SRS801777	P00091	11-Jul-2013	city	subway	metal	P00091	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270080	P00092	Jan 09, 2015	1098	641	SRR1748652	SRS801779	P00092	11-Jul-2013	city	subway	metal	P00092	40.75 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270081	P00093_hudsonmiseq	Jan 14, 2015	86	53	SRR1748653	SRS801778	P00093	11-Jul-2013	city	subway	wood	P00093	40.75 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270081	P00093	Jan 20, 2015	603	224	SRR1748654	SRS801778	P00093	11-Jul-2013	city	subway	wood	P00093	40.75 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270082	P00094_hiseq	Jan 09, 2015	464	180	SRR1748655	SRS801780	P00094	11-Jul-2013	city	subway	metal	P00094	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270082	P00094_hudsonmiseq	Jan 09, 2015	76	46	SRR1748656	SRS801780	P00094	11-Jul-2013	city	subway	metal	P00094	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270082	P00094_miseq	Jan 09, 2015	545	307	SRR1748657	SRS801780	P00094	11-Jul-2013	city	subway	metal	P00094	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270083	P00095	Jan 20, 2015	511	327	SRR1748658	SRS801781	P00095	11-Jul-2013	city	subway	wood	P00095	40.74 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270084	P00099	Jan 20, 2015	497	312	SRR1748659	SRS801782	P00099	11-Jul-2013	city	subway	metal	P00099	40.75 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270085	P00100_hudsonmiseq	Jan 09, 2015	91	54	SRR1748660	SRS801783	P00100	11-Jul-2013	city	subway	metal	P00100	40.74 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270085	P00100	Jan 20, 2015	508	193	SRR1748661	SRS801783	P00100	11-Jul-2013	city	subway	metal	P00100	40.74 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270086	P00101	Jan 20, 2015	456	292	SRR1748662	SRS801784	P00101	11-Jul-2013	city	subway	wood	P00101	40.74 N 73.90 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270087	P00102	Jan 09, 2015	1458	963	SRR1748663	SRS801786	P00102	11-Jul-2013	city	subway	metal/plastic	P00102	40.74 N 73.90 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270088	P00103_hudsonmiseq	Jan 09, 2015	86	50	SRR1748664	SRS801785	P00103	11-Jul-2013	city	subway	metal	P00103	40.74 N 73.90 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270088	P00103	Jan 09, 2015	602	229	SRR1748665	SRS801785	P00103	11-Jul-2013	city	subway	metal	P00103	40.74 N 73.90 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270089	P00107	Jan 09, 2015	557	366	SRR1748666	SRS801787	P00107	11-Jul-2013	city	subway	wood	P00107	40.74 N 73.86 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270090	P00108	Jan 09, 2015	556	373	SRR1748667	SRS801788	P00108	11-Jul-2013	city	subway	metal	P00108	40.74 N 73.86 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270091	P00109_hudsonmiseq	Jan 09, 2015	73	44	SRR1748668	SRS801789	P00109	11-Jul-2013	city	subway	metal	P00109	40.74 N 73.86 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270091	P00109	Jan 09, 2015	584	223	SRR1748669	SRS801789	P00109	11-Jul-2013	city	subway	metal	P00109	40.74 N 73.86 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270092	P00111	Jan 09, 2015	620	419	SRR1748670	SRS801790	P00111	11-Jul-2013	city	subway	wood	P00111	40.75 N 73.84 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270093	P00112_hudsonmiseq	Jan 09, 2015	69	42	SRR1748671	SRS801791	P00112	11-Jul-2013	city	subway	plastic	P00112	40.75 N 73.84 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270093	P00112	Jan 09, 2015	619	239	SRR1748672	SRS801791	P00112	11-Jul-2013	city	subway	plastic	P00112	40.75 N 73.84 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
